condition_name,canonical_term,score,study_count,status
dravet syndrome (ds),Arts syndrome,78.57143,4,pending
cardiovascular disease other,Cardiovascular Diseases,78.43137,4,pending
clinical stage iv esophageal squamous cell carcinoma ajcc v8,Esophageal Squamous Cell Carcinoma,77.92208,4,pending
clinical stage ii esophageal squamous cell carcinoma ajcc v8,Esophageal Squamous Cell Carcinoma,77.92208,4,pending
psychotic episode,Psychotic Disorders,77.77778,4,pending
relapsed or refractory acute myeloid leukemia,"Leukemia, Myeloid",77.77778,4,pending
cardiovascular complications,"Pregnancy Complications, Cardiovascular",77.61194,4,pending
critical limb-threatening ischemia,Chronic Limb-Threatening Ischemia,77.61194,4,pending
"ganglioneuroblastoma, nodular",Ganglioneuroblastoma,77.55102,4,pending
b-cell leukemia,"Leukemia, B-Cell",77.41936,4,pending
rhinopharyngitis,Nasopharyngitis,77.41936,4,pending
osteoarthritis knee pain,"Osteoarthritis, Knee",77.27273,4,pending
"hypercholesterolemia, familial",Homozygous Familial Hypercholesterolemia,77.14286,4,pending
hbv coinfection,Coinfection,76.92308,4,pending
advanced refractory solid tumors,Desmoid Tumors,76.92308,4,pending
suture,Rupture,76.92308,4,pending
unresectable skin squamous cell carcinoma,"Carcinoma, Squamous Cell",76.92308,4,pending
thyroid gland papillary carcinoma,Papillary Thyroid Microcarcinoma,76.92308,4,pending
rhizarthrosis,Hydrarthrosis,76.92308,4,pending
relapsed solid tumors,Desmoid Tumors,76.92308,4,pending
diabetes mellitus risk,Diabetes Mellitus,76.92308,4,pending
otitis media effusion,Otitis Media with Effusion,76.59574,4,pending
cervical spine disease,Uterine Cervical Diseases,76.59574,4,pending
valvular diseases,Vascular Diseases,76.47059,4,pending
subarachnoid haemorrhagic stroke,Subarachnoid Hemorrhage,76.36364,4,pending
educational technology,Technology Addiction,76.190475,4,pending
growth retardation,Fetal Growth Retardation,76.190475,4,pending
underweight,Overweight,76.190475,4,pending
fsh muscular dystrophy,Muscular Dystrophies,76.190475,4,pending
"amputation, traumatic/surgery","Amputation, Traumatic",76.0,4,pending
preterm premature rupture of membrane,Preterm Premature Rupture of the Membranes,75.94936,4,pending
stage iva nasopharyngeal carcinoma ajcc v8,Nasopharyngeal Carcinoma,75.86207,4,pending
palliative medicine,Narrative Medicine,75.675674,4,pending
fracture fixation,Fracture Dislocation,75.675674,4,pending
stable coronary artery disease,Coronary Artery Disease,75.471695,4,pending
"cardiac remodeling, ventricular",Ventricular Remodeling,75.471695,4,pending
anastomosis,Xanthomatosis,75.0,4,pending
mentoring,Snoring,75.0,4,pending
icsi,Tics,75.0,4,pending
sjogren&#39;s syndrome,Sjogren's Syndrome,75.0,4,pending
exercise intolerance,Fructose Intolerance,75.0,4,pending
hdv infection,Coinfection,75.0,4,pending
postoperative cognitive dysfunction (pocd),Postoperative Cognitive Complications,75.0,4,pending
ischemic,Ischemia,75.0,4,pending
penile squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,75.0,4,pending
anxiety postoperative,"Pain, Postoperative",75.0,4,pending
hiv infection primary,Coinfection,75.0,4,pending
femoral head necrosis,Femur Head Necrosis,75.0,4,pending
refractory pancreatic carcinoma,"Carcinoma, Pancreatic Ductal",75.0,4,pending
postprandial hypotension,Intracranial Hypotension,75.0,4,pending
weight regain,Weight Gain,75.0,4,pending
digital ulcer,digital ulcers,96.296295,3,pending
cholangiocarcinoma recurrent,Cholangiocarcinoma,94.44444,3,pending
stickler syndrome type 2,"Stickler syndrome, type 2",93.87755,3,pending
stickler syndrome type 1,"Stickler syndrome, type 1",93.87755,3,pending
recurrent childhood rhabdomyosarcoma,Rhabdomyosarcoma,93.75,3,pending
granulomatosis with polyangiitis (gpa),Granulomatosis with Polyangiitis,93.75,3,pending
acute gastroenteritis,Gastroenteritis,93.333336,3,pending
advanced adenocarcinoma,Adenocarcinoma,92.85714,3,pending
primary hypercholesterolaemia,Hypercholesterolemia,92.68293,3,pending
"neuroblastoma, recurrent, refractory",Neuroblastoma,92.30769,3,pending
refractory myelodysplastic syndromes,Myelodysplastic Syndromes,92.0,3,pending
chronic endometritis,Endometritis,91.666664,3,pending
primary osteoporosis,Osteoporosis,91.666664,3,pending
osteosarcoma metastatic,Osteosarcoma,91.666664,3,pending
osteoporosis secondary,Osteoporosis,91.666664,3,pending
"acute malnutrition, severe",Malnutrition,91.666664,3,pending
chronic tonsillitis,Tonsillitis,90.90909,3,pending
neonatal hypothermia,Hypothermia,90.90909,3,pending
unresectable liposarcoma,Gliosarcoma,90.90909,3,pending
"gliosarcoma, adult",Gliosarcoma,90.90909,3,pending
depression chronic,Depression,90.0,3,pending
juvenile macular degeneration,Macular Degeneration,90.0,3,pending
non-radiographic axial spondyloarthritis (nr-axspa),Non-Radiographic Axial Spondyloarthritis,90.0,3,pending
ovulation,Anovulation,90.0,3,pending
aggression childhood,Aggression,90.0,3,pending
metastatic neuroendocrine carcinoma,"Carcinoma, Neuroendocrine",89.79592,3,pending
pediatric acute respiratory distress syndrome (pards),Respiratory Distress Syndrome,89.655174,3,pending
ocular hypertension (oh),Ocular Hypertension,89.47369,3,pending
"communication, nonverbal",Nonverbal Communication,89.3617,3,pending
pigmented villonodular synovitis,"Synovitis, Pigmented Villonodular",89.23077,3,pending
acute pulmonary embolism (pe),Pulmonary Embolism,88.888885,3,pending
geographic atrophy (ga),Geographic Atrophy,88.888885,3,pending
"sinusitis, chronic",Sinusitis,88.888885,3,pending
stenosis coronary,Coronary Restenosis,88.888885,3,pending
sjogren's syndrome (ss),Sjogren's Syndrome,88.888885,3,pending
primary mitochondrial disease,Mitochondrial Diseases,88.37209,3,pending
advanced parkinson disease,Parkinson Disease,88.23529,3,pending
chronic cutaneous lupus erythematosus,"Lupus Erythematosus, Cutaneous",88.13559,3,pending
spastic hemiplegic cerebral palsy,"Cerebral palsy, spastic, diplegic",87.878784,3,pending
cystitis chronic,Cystitis,87.5,3,pending
sciatica acute,Sciatica,87.5,3,pending
melanoma advanced,Melanoma,87.5,3,pending
childhood leukemia,Leukemia,87.5,3,pending
"dystonia, primary",Dystonia,87.5,3,pending
mastitis chronic,Mastitis,87.5,3,pending
moderate dementia,Dementia,87.5,3,pending
dementia moderate,Dementia,87.5,3,pending
cystitis recurrent,Cystitis,87.5,3,pending
"dystonia, secondary",Dystonia,87.5,3,pending
muskuloskeletal diseases,Musculoskeletal Diseases,87.5,3,pending
dementia severe,Dementia,87.5,3,pending
cerebrospinal fluid (csf) leak,Cerebrospinal Fluid Leak,87.5,3,pending
multiple endocrine neoplasia type 2,Multiple Endocrine Neoplasia Type 2b,87.323944,3,pending
adjustment disorder,Adjustment Disorders,87.17949,3,pending
bronchiolitis acute viral,"Bronchiolitis, Viral",87.17949,3,pending
chronic knee osteoarthritis,"Osteoarthritis, Knee",87.17949,3,pending
plexiform neurofibromas,"Neurofibroma, Plexiform",86.95652,3,pending
autosomal recessive hypophosphatemic rickets,"Hypophosphatemic Rickets, Autosomal Recessive, 1",86.95652,3,pending
inflammatory bowel disease (crohn&amp;#39;s disease and ulcerative colitis),Inflammatory Bowel Diseases,86.79245,3,pending
hodgkin disease recurrent,Hodgkin Disease,86.666664,3,pending
separation anxiety,"Anxiety, Separation",86.48649,3,pending
chronic fatigue,Fatigue,85.71429,3,pending
eumenorrhea,Amenorrhea,85.71429,3,pending
mycoplasma pneumoniae,"Pneumonia, Mycoplasma",85.71429,3,pending
"obesity, mild",Obesity,85.71429,3,pending
"malalignment, bone",Bone Malalignment,85.71429,3,pending
pigmentation,Hypopigmentation,85.71429,3,pending
enterocele,Ureterocele,85.71429,3,pending
chronic tension-type headache,Tension-Type Headache,85.71429,3,pending
pediatric obstructive sleep apnea,"Sleep Apnea, Obstructive",85.106384,3,pending
inflammatory diseases,Neuroinflammatory Diseases,85.106384,3,pending
fascioscapulohumeral muscular dystrophy type 1,Facioscapulohumeral Muscular Dystrophy 1B,85.05747,3,pending
motor neuron disease (mnd),Motor Neuron Disease,85.0,3,pending
viral meningitis,"Meningitis, Viral",84.84849,3,pending
dental plaque (diagnosis),Dental Plaque,84.61539,3,pending
ldl hyperlipoproteinemia,Hyperlipoproteinemias,84.44444,3,pending
microsatellite instability high,Microsatellite Instability,84.210526,3,pending
epstein-barr virus (ebv) infection,Epstein-Barr Virus Infections,84.210526,3,pending
peridontal disease,Periodontal Diseases,84.210526,3,pending
advanced lung small cell carcinoma,Small Cell Lung Carcinoma,84.0,3,pending
cardiovascular disease risk,Cardiovascular Diseases,84.0,3,pending
gouty arthritis,"Arthritis, Gouty",83.870964,3,pending
myeloid diseases,Eyelid Diseases,83.870964,3,pending
health behaviour,Health Behavior,83.870964,3,pending
"neoplasm, plasma cell","Neoplasms, Plasma Cell",83.72093,3,pending
chronic graft vs. host disease,Graft vs Host Disease,83.72093,3,pending
mild stroke,Stroke,83.333336,3,pending
nasopharyngeal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,83.333336,3,pending
advanced parkinson's disease,Parkinson Disease,83.333336,3,pending
chronic asthma,Asthma,83.333336,3,pending
pneumocystosis; pneumonia (etiology),"Pneumonia, Pneumocystis",83.333336,3,pending
diplegic cerebral palsy with spasticity,"Cerebral palsy, spastic, diplegic",83.333336,3,pending
otitis media acute,Otitis Media,83.333336,3,pending
fanconi anemia complementation group a,"Fanconi Anemia, Complementation Group N",83.11688,3,pending
noise-induced hearing loss,"Hearing Loss, Noise-Induced",83.01887,3,pending
advanced lung adenocarcinoma,Adenocarcinoma of Lung,82.92683,3,pending
plasma cell leukemia (pcl),"Leukemia, Plasma Cell",82.92683,3,pending
fascioscapulohumeral muscular dystrophy type 2,Facioscapulohumeral Muscular Dystrophy 1B,82.75862,3,pending
femoral hernia,"Hernia, Femoral",82.75862,3,pending
emergence from anesthesia,Delayed Emergence from Anesthesia,82.75862,3,pending
surgical wounds,Surgical Wound,82.75862,3,pending
cushing s syndrome,Cushing Syndrome,82.35294,3,pending
attention deficit hyerpactivity disorder,Attention Deficit Disorder with Hyperactivity,82.35294,3,pending
cardiovascular diseases risk,Cardiovascular Diseases,82.35294,3,pending
human papillomavirus (hpv) infections,Papillomavirus Infections,82.14286,3,pending
fetal neurodevelopmental disorder,Neurodevelopmental Disorders,81.96722,3,pending
microphthalmia,Xerophthalmia,81.48148,3,pending
urinary urgency incontinence,"Urinary Incontinence, Urge",81.48148,3,pending
chronic liver disease (cld),Liver Diseases,81.48148,3,pending
vascular aging,Vascular Ring,81.48148,3,pending
thoracoabdominal aneurysms,"Aortic Aneurysm, Thoracoabdominal",81.355934,3,pending
dicer1 syndrome,Wieacker syndrome,81.25,3,pending
endocrine tumors,Neuroendocrine Tumors,81.08108,3,pending
lactose intolerant,Lactose Intolerance,81.08108,3,pending
maternal satisfaction,Personal Satisfaction,80.95238,3,pending
gastrointestinal health,Gastrointestinal anthrax,80.85107,3,pending
allergic rhinoconjunctivitis,"Conjunctivitis, Allergic",80.76923,3,pending
cutaneous t-cell lymphoma (ctcl),"Lymphoma, T-Cell, Cutaneous",80.76923,3,pending
ds stage ii multiple myeloma,Multiple Myeloma,80.0,3,pending
anophthalmia,Xerophthalmia,80.0,3,pending
pervasive developmental disorder,"Child Development Disorders, Pervasive",80.0,3,pending
apnea neonatal,Apnea,80.0,3,pending
major depressive episode (mde),"Depressive Disorder, Major",80.0,3,pending
pre-gestational diabetes,"Diabetes, Gestational",80.0,3,pending
foot ulcer chronic,Foot Ulcer,80.0,3,pending
ds stage iii multiple myeloma,Multiple Myeloma,80.0,3,pending
stage iv anal cancer ajcc v8,Urachal cancer,80.0,3,pending
acute chest pain,Chest Pain,80.0,3,pending
injection,Coinfection,80.0,3,pending
urothelial neoplasm,"Neoplasms, Neuroepithelial",80.0,3,pending
neonatal seizure,Seizures,80.0,3,pending
neurogenetic disorders,Neurotic Disorders,80.0,3,pending
ds stage i multiple myeloma,Multiple Myeloma,80.0,3,pending
pediatric burns,Burns,80.0,3,pending
hepatotoxicity,Ototoxicity,80.0,3,pending
"pulmonary disease, chronic obstructive (copd)","Pulmonary Disease, Chronic Obstructive",79.411766,3,pending
ovarian mucinous cystadenocarcinoma,"Cystadenocarcinoma, Mucinous",79.36508,3,pending
myopic choroidal neovascularisation,Choroidal Neovascularization,79.36508,3,pending
klippel-trenaunay syndrome,Klippel-Trenaunay-Weber Syndrome,79.31035,3,pending
recurrent adult diffuse large cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",79.31035,3,pending
distal cholangiocarcinoma,Cholangiocarcinoma,79.06977,3,pending
lynch syndrome i,Lynch Syndrome II,78.78788,3,pending
acute myeloid leucemia,"Leukemia, Myeloid",78.78788,3,pending
lower respiratory tract infection (lrti),Respiratory Tract Infections,78.68852,3,pending
primary immune thrombocytopenic purpura,"Purpura, Thrombocytopenic",78.57143,3,pending
viral diseases,Uveal Diseases,78.57143,3,pending
postoperative infections,Postoperative Complications,78.43137,3,pending
alcohol liver disease,"Liver Diseases, Alcoholic",78.26087,3,pending
discopathy,Radiculopathy,78.26087,3,pending
mild to moderate depression,Depression,78.26087,3,pending
parental satisfaction,Patient Satisfaction,78.04878,3,pending
primary mediastinal lymphoma,Mediastinal Emphysema,78.04878,3,pending
spinocerebellar ataxia type 7,Spinocerebellar Ataxia 10,77.77778,3,pending
juvenile myelomonocytic leukemia (jmml),"Leukemia, Myelomonocytic, Acute",77.77778,3,pending
scar formation,Vascular Malformations,77.77778,3,pending
"nonfluent aphasia, progressive",Primary Progressive Nonfluent Aphasia,77.61194,3,pending
sinonasal squamous cell carcinoma,Esophageal Squamous Cell Carcinoma,77.61194,3,pending
oral bacterial infection,Bacterial Infections,77.27273,3,pending
lower respiratory tract disease,Respiratory Tract Diseases,77.192986,3,pending
"incontinence, nighttime urinary","Urinary Incontinence, Urge",77.192986,3,pending
gastric neuroendocrine carcinoma,"Carcinoma, Neuroendocrine",77.192986,3,pending
angiogenesis,Carcinogenesis,76.92308,3,pending
aortic arch dissection,Aortic Dissection,76.92308,3,pending
femoral shaft fracture,Femoral Fractures,76.92308,3,pending
eating,Fasting,76.92308,3,pending
"hypertension, systolic",Isolated Systolic Hypertension,76.92308,3,pending
chest infection,Reinfection,76.92308,3,pending
lipohypertrophy,Hypertrophy,76.92308,3,pending
neurodevelopmental delay,Neurodevelopmental Disorders,76.92308,3,pending
hair health,Health Behavior,76.92308,3,pending
brain injury traumatic severe,"Brain Injuries, Traumatic",76.59574,3,pending
female urinary incontinence,Urinary Incontinence,76.59574,3,pending
brain injury traumatic moderate,"Brain Injuries, Traumatic",76.59574,3,pending
adenocarcinoma - gej,Adenocarcinoma,76.47059,3,pending
site infection,Persistent Infection,76.47059,3,pending
osteoarthritis wrist,Osteoarthritis,76.47059,3,pending
suicide attempts,"Suicide, Attempted",76.47059,3,pending
subacute cutaneous lupus erythematosus,"Lupus Erythematosus, Cutaneous",76.47059,3,pending
respiratory infection virus,Respiratory Tract Infections,76.36364,3,pending
"ptsd, post traumatic stress disorder","Stress Disorders, Traumatic",76.190475,3,pending
localized breast carcinoma,Secretory breast carcinoma,76.190475,3,pending
silent cerebral infarct,Cerebral Infarction,76.190475,3,pending
urinary infections,Urinary Tract Infections,76.190475,3,pending
pulmonary stenosis,Pulmonary Valve Stenosis,76.190475,3,pending
migraine with or without aura,Migraine without Aura,76.0,3,pending
central nervous system,Central Nervous System Cysts,76.0,3,pending
gastrointestinal tolerance,Gastrointestinal anthrax,76.0,3,pending
myelodysplastic neoplasms,Myelodysplastic Syndromes,76.0,3,pending
ovarian insufficiency,Primary Ovarian Insufficiency,76.0,3,pending
recurrent acute biphenotypic leukemia,"Leukemia, Biphenotypic, Acute",76.0,3,pending
post tuberculosis,Tuberculosis,75.86207,3,pending
cancer cachexia (cc),Urachal cancer,75.86207,3,pending
secondary hypertension renal arterial,Pulmonary Arterial Hypertension,75.86207,3,pending
renal denervation,Retinal Degeneration,75.675674,3,pending
polyvascular disease,Vascular Diseases,75.675674,3,pending
ovulation disorder,Olfaction Disorders,75.675674,3,pending
mineral deficiency,Thiamine Deficiency,75.675674,3,pending
emotional adjustment,Social Adjustment,75.675674,3,pending
oxytocin deficiency,Protein Deficiency,75.675674,3,pending
gastrointestinal neuroendocrine tumors,Gastro-enteropancreatic neuroendocrine tumor,75.60976,3,pending
coronary artery restenosis,Coronary Restenosis,75.55556,3,pending
renal medullary carcinoma,"Carcinoma, Medullary",75.55556,3,pending
neuromuscular function,Neuromuscular Junction Diseases,75.471695,3,pending
infertilities,Infertility,75.0,3,pending
nk-cell lymphoma,"Lymphoma, T-Cell",75.0,3,pending
invasive bacterial infection,Bacterial Infections,75.0,3,pending
peritoneal carcinosis,Peritoneal Fibrosis,75.0,3,pending
mental health (depression),Fetal Death,75.0,3,pending
